1000,random,0.00730744997660319
1500,random,0.010096232096354166
2000,random,0.015461047490437826
2500,random,0.016113837560017902
3000,random,0.018800973892211914
3500,random,0.02345101038614909
4000,random,0.027591864267985027
4500,random,0.030469417572021484
5000,random,0.03995307286580404
5500,random,0.041601339975992836
6000,random,0.04210019111633301
6500,random,0.04029162724812826
7000,random,0.04540395736694336
7500,random,0.04615290959676107
8000,random,0.050966739654541016
8500,random,0.06586058934529622
9000,random,0.06392121315002441
9500,random,0.06058231989542643
10000,random,0.06992348035176595
