1000,almost_sorted,0.008889118830362955
1500,almost_sorted,0.010841290156046549
2000,almost_sorted,0.015941778818766277
2500,almost_sorted,0.015741745630900066
3000,almost_sorted,0.03826435407002767
3500,almost_sorted,0.025072654088338215
4000,almost_sorted,0.02502926190694173
4500,almost_sorted,0.02769192059834798
5000,almost_sorted,0.03217760721842448
5500,almost_sorted,0.034473260243733726
6000,almost_sorted,0.0437925656636556
6500,almost_sorted,0.03952566782633463
7000,almost_sorted,0.04516061147054037
7500,almost_sorted,0.05049355824788412
8000,almost_sorted,0.05942805608113607
8500,almost_sorted,0.07058310508728027
9000,almost_sorted,0.06492185592651367
9500,almost_sorted,0.06428019205729167
10000,almost_sorted,0.06420008341471355
