1000,descending,0.00621946652730306
1500,descending,0.00981752077738444
2000,descending,0.010963757832845053
2500,descending,0.01741758982340495
3000,descending,0.02332647641499837
3500,descending,0.02358086903889974
4000,descending,0.02346960703531901
4500,descending,0.029639482498168945
5000,descending,0.043603976567586265
5500,descending,0.03848139444986979
6000,descending,0.046132564544677734
6500,descending,0.04887890815734863
7000,descending,0.05560461680094401
7500,descending,0.049444993336995445
8000,descending,0.05534974733988444
8500,descending,0.06836231549580891
9000,descending,0.06517211596171062
9500,descending,0.0766445795694987
10000,descending,0.07165614763895671
