1000,ascending,0.006853659947713216
1500,ascending,0.010160128275553385
2000,ascending,0.017924706141153973
2500,ascending,0.02422030766805013
3000,ascending,0.023398637771606445
3500,ascending,0.024886131286621094
4000,ascending,0.030797958374023438
4500,ascending,0.03383350372314453
5000,ascending,0.04258100191752116
5500,ascending,0.038779099782307945
6000,ascending,0.04902545611063639
6500,ascending,0.051038503646850586
7000,ascending,0.06174508730570475
7500,ascending,0.06041630109151205
8000,ascending,0.06413801511128743
8500,ascending,0.06838162740071614
9000,ascending,0.07872255643208821
9500,ascending,0.09095907211303711
10000,ascending,0.08420769373575847
