1000,random,0.002773920694986979
1500,random,0.004786252975463867
2000,random,0.008680264155069986
2500,random,0.008507251739501953
3000,random,0.016397794087727863
3500,random,0.01307376225789388
4000,random,0.016240517298380535
4500,random,0.018864790598551433
5000,random,0.020220518112182617
5500,random,0.020588795344034832
6000,random,0.02243979771931966
6500,random,0.03024593989054362
7000,random,0.029890139897664387
7500,random,0.044730186462402344
8000,random,0.03742074966430664
8500,random,0.030998786290486652
9000,random,0.02837379773457845
9500,random,0.03920435905456543
10000,random,0.04068239529927572
