1000,random,1480.0
1500,random,1672.0
2000,random,1672.0
2500,random,1864.0
3000,random,1704.0
3500,random,1768.0
4000,random,1832.0
4500,random,1992.0
5000,random,1896.0
5500,random,1992.0
6000,random,1960.0
6500,random,2024.0
7000,random,2056.0
7500,random,1832.0
8000,random,1960.0
8500,random,1960.0
9000,random,1896.0
9500,random,1960.0
10000,random,2152.0
